baby,dclm-1.0,,,,,,
flag,nemotron-cc-opus-1.1,glg_Latn,mt,glg_Latn,1716519733.63808,0.0156224581209045,
flag,nemotron-cc-opus-1.1,hrv_Latn,mt,hrv_Latn,2265248962.89034,0.020933652765625,
flag,nemotron-cc-opus-1.1,lav_Latn,mt,lav_Latn,958883437.41162,0.00561432476069723,
flag,nemotron-cc-opus-1.1,lit_Latn,mt,lit_Latn,2084892528.40261,0.0181433560293234,
flag,nemotron-cc-opus-1.1,mkd_Cyrl,mt,mkd_Cyrl,1952584719.31894,0.0155560937072292,
flag,nemotron-cc-opus-1.1,mlt_Latn,mt,mlt_Latn,2076536245.79328,0.0153873339740944,
flag,nemotron-cc-opus-1.1,slk_Latn,mt,slk_Latn,2279872457.64817,0.0201369078015585,
flag,nemotron-cc-opus-1.1,slv_Latn,mt,slv_Latn,2069572676.8245,0.0183826305335065,
flag,nemotron-cc-opus-1.1,sqi_Latn,mt,sqi_Latn,974899645.879643,0.00559581995298953,
flag,nemotron-cc-opus-1.1,srp_Cyrl,mt,srp_Cyrl,2321653870.97338,0.0177327984177416,
flag,nemotron-cc-opus-1.1,tur_Latn,mt,tur_Latn,3848068173.66493,0.0140014634904804,
flag,nemotron-cc-tower+-0.1,parallel/tower72b/deu_Latn,mt,deu_Latn,7381383033.08872,0.0901711903523127,
flag,nemotron-cc-tower+-0.1,parallel/tower72b/fin_Latn,mt,fin_Latn,2465103390.29567,0.0264357984753716,
flag,nemotron-cc-tower+-0.1,parallel/tower72b/ita_Latn,mt,ita_Latn,7038775443.25102,0.0855407344910556,
flag,nemotron-cc-tower+-0.1,parallel/tower72b/spa_Latn,mt,spa_Latn,14194538844.0076,0.154943091467533,
flag,nemotron-cc-tower+-0.1,parallel/tower72b/swe_Latn,mt,swe_Latn,2864812245.10632,0.0319442174174859,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/dan_Latn,mt,dan_Latn,2115532231.55883,0.024122227357371,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/fra_Latn,mt,fra_Latn,9741336533.00737,0.0951511839168043,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/hun_Latn,mt,hun_Latn,3336245859.57813,0.0334113888273061,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/isl_Latn,mt,isl_Latn,1554268578.28812,0.0159660132229561,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/nld_Latn,mt,nld_Latn,4137056282.97925,0.0441762288376884,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/nno_Latn,mt,nno_Latn,1388535638.48857,0.0154055371457676,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/nob_Latn,mt,nob_Latn,1908017878.36444,0.0226709932737432,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/pol_Latn,mt,pol_Latn,4538854208.45965,0.0541442274942989,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/por_Latn,mt,por_Latn,7889027205.83605,0.0874757803528132,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/ron_Latn,mt,ron_Latn,3399614336.56029,0.033980098896677,
flag,nemotron-cc-tower+-0.1,parallel/tower9b/ukr_Cyrl,mt,ukr_Cyrl,3111322584.13589,0.0303554310869472,118118144738.027
flag,nemotron-mind-0.0,,,,,,
flag,nemotron-pretraining-specialized-1.0,,,,,,
flag,nemotron-pretraining-specialized-1.1,,,,,,
flag,openwebmath-0.0.0,data,,,,,
flag,starcoder-0.0.0,,,,,,
flag,swallow-code-2.0,stage5-auto-format/python/medium,,,,,
flag,swallow-math-2.0,,,,,,
