model_name,task,n_shot,performance,metric_name,source_file
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0955200,belebele_ces_Latn,5,0.7633333333333333,"acc,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0957600,arc_challenge_mt_it,0,0.4837883959044368,"acc_norm,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0955200,sib200_lvs_Latn,0,0.25,"acc_norm,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0957600,belebele_nld_Latn,5,0.7977777777777778,"acc,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0957600,arc_challenge_mt_da,0,0.4428327645051194,"acc_norm,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0959272,multiblimp_ukr,0,0.9559037900874636,"acc_norm,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0955200,opensubtitles_multi40_el_to_en,0,27.707349968221955,"bleu,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0957600,global_piqa_completions_cat_latn,0,0.8,"acc_norm,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0955200,global_mgsm_sr,0,0.024,"exact_match,flexible-extract",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
/scratch/project_465002891/prelude-mid/hf_models/baby_9b_dense_anneal50b_multilingual1/checkpoints/iter_0955200,belebele_hrv_Latn,5,0.7688888888888888,"acc,none",/scratch/project_465002891/prelude-mid/evals/ankutuzo/2026-09-13-11-26-45/results.csv
